SA2,SA2 NAME,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16
103011061,Oberon," 2,447 "," 2,427 "," 2,423 "," 2,424 "," 2,460 "," 2,434 ", 47 , 47 , 47 , 47 , 48 , 48 ," 108,927,482 "," 108,121,923 "," 109,159,825 "," 114,159,588 "," 124,137,517 "," 125,265,092 "," 37,881 "," 39,647 "," 40,012 "," 41,949 "," 44,587 "," 44,918 "," 44,515 "," 44,550 "," 45,052 "," 47,096 "," 50,462 "," 51,465 "
103021062,Condobolin," 3,612 "," 3,654 "," 3,568 "," 3,596 "," 3,559 "," 3,518 ", 45 , 45 , 45 , 46 , 46 , 45 ," 166,019,659 "," 154,528,192 "," 159,109,155 "," 173,263,171 "," 186,384,444 "," 172,338,936 "," 35,382 "," 35,200 "," 37,277 "," 39,203 "," 42,055 "," 40,275 "," 45,963 "," 42,290 "," 44,593 "," 48,182 "," 52,370 "," 48,988 "
103021063,Cowra," 4,857 "," 4,852 "," 4,826 "," 4,870 "," 4,853 "," 4,461 ", 46 , 47 , 47 , 47 , 47 , 46 ," 196,224,277 "," 193,925,546 "," 203,551,383 "," 209,983,015 "," 217,663,439 "," 199,069,642 "," 33,322 "," 33,658 "," 35,404 "," 36,365 "," 38,330 "," 38,329 "," 40,400 "," 39,968 "," 42,178 "," 43,118 "," 44,851 "," 44,624 "
103021064,Cowra Region," 2,393 "," 2,457 "," 2,472 "," 2,473 "," 2,513 "," 2,552 ", 47 , 47 , 48 , 49 , 49 , 48 ," 91,666,700 "," 97,254,928 "," 90,832,546 "," 100,057,948 "," 113,285,106 "," 120,791,226 "," 30,604 "," 32,318 "," 32,419 "," 34,295 "," 36,887 "," 39,277 "," 38,306 "," 39,583 "," 36,745 "," 40,460 "," 45,080 "," 47,332 "
103021065,Forbes," 4,933 "," 4,967 "," 5,006 "," 5,086 "," 5,160 "," 5,220 ", 46 , 46 , 46 , 46 , 46 , 45 ," 201,971,433 "," 209,477,522 "," 220,576,978 "," 244,132,711 "," 258,176,000 "," 269,124,912 "," 33,842 "," 36,517 "," 37,539 "," 40,104 "," 41,692 "," 42,955 "," 40,943 "," 42,174 "," 44,063 "," 48,001 "," 50,034 "," 51,556 "
103021066,Grenfell," 1,859 "," 1,860 "," 1,862 "," 1,843 "," 1,888 "," 1,818 ", 49 , 50 , 50 , 50 , 50 , 50 ," 79,423,329 "," 71,080,028 "," 76,954,060 "," 82,657,575 "," 88,487,366 "," 95,475,804 "," 33,750 "," 33,162 "," 35,049 "," 35,706 "," 37,639 "," 40,534 "," 42,724 "," 38,215 "," 41,329 "," 44,849 "," 46,868 "," 52,517 "
103021067,Parkes (NSW)," 5,579 "," 5,633 "," 5,540 "," 5,648 "," 5,688 "," 5,272 ", 42 , 43 , 43 , 43 , 43 , 43 ," 256,565,420 "," 275,033,015 "," 282,384,310 "," 287,826,326 "," 296,387,210 "," 282,481,368 "," 38,391 "," 40,604 "," 41,861 "," 42,102 "," 43,510 "," 45,381 "," 45,988 "," 48,825 "," 50,972 "," 50,961 "," 52,107 "," 53,581 "
103021068,Parkes Region," 1,657 "," 1,709 "," 1,672 "," 1,631 "," 1,703 "," 1,509 ", 48 , 48 , 49 , 49 , 50 , 48 ," 69,018,008 "," 64,602,328 "," 59,855,626 "," 66,486,971 "," 81,553,325 "," 69,567,245 "," 32,817 "," 29,290 "," 28,504 "," 31,725 "," 37,201 "," 36,497 "," 41,652 "," 37,801 "," 35,799 "," 40,765 "," 47,888 "," 46,102 "
103021069,West Wyalong," 3,082 "," 3,152 "," 3,185 "," 3,140 "," 3,126 "," 2,998 ", 46 , 47 , 47 , 48 , 48 , 48 ," 152,594,666 "," 140,841,042 "," 146,148,042 "," 164,313,956 "," 161,535,435 "," 156,673,831 "," 36,957 "," 35,501 "," 35,746 "," 38,528 "," 39,539 "," 40,730 "," 49,512 "," 44,683 "," 45,886 "," 52,329 "," 51,675 "," 52,259 "
103031070,Lithgow," 5,665 "," 5,592 "," 5,615 "," 5,614 "," 5,531 "," 5,581 ", 44 , 45 , 45 , 45 , 45 , 45 ," 295,290,509 "," 303,397,215 "," 307,062,021 "," 317,625,177 "," 311,223,562 "," 312,317,758 "," 40,389 "," 41,482 "," 41,920 "," 43,214 "," 43,716 "," 44,863 "," 52,125 "," 54,256 "," 54,686 "," 56,577 "," 56,269 "," 55,961 "
103031071,Lithgow Region," 3,923 "," 3,930 "," 4,001 "," 4,048 "," 4,132 "," 4,080 ", 46 , 47 , 47 , 48 , 48 , 48 ," 201,632,887 "," 212,641,517 "," 213,671,009 "," 221,559,164 "," 225,802,600 "," 218,532,469 "," 40,723 "," 42,000 "," 41,974 "," 42,236 "," 43,018 "," 43,686 "," 51,398 "," 54,107 "," 53,404 "," 54,733 "," 54,647 "," 53,562 "
103031072,Mudgee," 5,856 "," 6,095 "," 6,145 "," 6,127 "," 6,230 "," 6,254 ", 43 , 43 , 42 , 42 , 43 , 43 ," 286,481,901 "," 332,905,230 "," 356,878,657 "," 366,897,184 "," 369,363,112 "," 378,409,674 "," 37,033 "," 40,814 "," 42,382 "," 44,057 "," 44,318 "," 45,818 "," 48,921 "," 54,619 "," 58,076 "," 59,882 "," 59,288 "," 60,507 "
103031073,Mudgee Region - East," 1,462 "," 1,454 "," 1,472 "," 1,424 "," 1,439 "," 1,413 ", 48 , 49 , 50 , 50 , 50 , 50 ," 63,808,354 "," 69,226,813 "," 62,319,762 "," 65,117,453 "," 62,751,869 "," 63,653,542 "," 34,069 "," 35,348 "," 31,280 "," 34,496 "," 35,000 "," 35,470 "," 43,645 "," 47,611 "," 42,337 "," 45,729 "," 43,608 "," 45,049 "
103031074,Mudgee Region - West," 4,562 "," 4,784 "," 4,854 "," 4,905 "," 4,968 "," 4,895 ", 47 , 47 , 47 , 47 , 47 , 47 ," 190,450,886 "," 216,196,656 "," 227,297,431 "," 234,198,824 "," 248,449,570 "," 253,416,420 "," 32,194 "," 34,452 "," 35,139 "," 35,420 "," 37,213 "," 38,923 "," 41,747 "," 45,192 "," 46,827 "," 47,747 "," 50,010 "," 51,770 "
103031075,Wollangambe - Wollemi, na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na 
103041076,Blayney," 3,661 "," 3,708 "," 3,653 "," 3,775 "," 3,803 "," 3,714 ", 45 , 45 , 46 , 46 , 46 , 46 ," 170,939,902 "," 186,135,058 "," 184,196,143 "," 189,677,326 "," 207,381,791 "," 204,271,158 "," 38,787 "," 40,926 "," 40,995 "," 41,766 "," 44,079 "," 45,325 "," 46,692 "," 50,198 "," 50,423 "," 50,246 "," 54,531 "," 55,000 "
103041077,Orange," 9,685 "," 9,638 "," 9,696 "," 9,423 "," 9,440 "," 9,530 ", 42 , 43 , 43 , 43 , 44 , 44 ," 464,580,930 "," 489,847,942 "," 506,945,497 "," 499,369,735 "," 513,936,438 "," 529,351,669 "," 40,556 "," 42,992 "," 44,070 "," 44,881 "," 44,963 "," 45,920 "," 47,969 "," 50,825 "," 52,284 "," 52,995 "," 54,442 "," 55,546 "
103041078,Orange - North," 9,951 "," 10,254 "," 10,273 "," 10,584 "," 11,097 "," 10,703 ", 41 , 40 , 41 , 41 , 41 , 40 ," 530,998,264 "," 589,394,894 "," 607,201,894 "," 639,013,678 "," 675,509,600 "," 669,389,817 "," 44,490 "," 48,113 "," 49,208 "," 50,046 "," 50,844 "," 52,125 "," 53,361 "," 57,480 "," 59,107 "," 60,375 "," 60,873 "," 62,542 "
103041079,Orange Region," 5,675 "," 5,854 "," 6,034 "," 6,183 "," 6,317 "," 6,404 ", 45 , 45 , 46 , 46 , 46 , 46 ," 269,703,621 "," 299,584,111 "," 319,114,652 "," 331,401,435 "," 368,521,116 "," 375,003,751 "," 38,722 "," 41,337 "," 41,726 "," 42,570 "," 45,917 "," 45,472 "," 47,525 "," 51,176 "," 52,886 "," 53,599 "," 58,338 "," 58,558 "
104011080,Grafton," 8,746 "," 8,616 "," 8,395 "," 8,361 "," 8,387 "," 8,573 ", 45 , 45 , 46 , 46 , 46 , 46 ," 335,786,668 "," 344,900,753 "," 349,434,828 "," 359,556,953 "," 370,582,688 "," 402,416,223 "," 33,111 "," 34,664 "," 36,590 "," 37,535 "," 38,778 "," 40,464 "," 38,393 "," 40,030 "," 41,624 "," 43,004 "," 44,185 "," 46,940 "
104011081,Grafton Region," 7,158 "," 7,135 "," 7,061 "," 7,027 "," 7,128 "," 7,180 ", 48 , 49 , 50 , 50 , 50 , 50 ," 242,584,052 "," 251,507,637 "," 259,003,285 "," 271,202,976 "," 284,854,879 "," 301,280,966 "," 28,406 "," 29,142 "," 31,026 "," 32,725 "," 33,833 "," 35,627 "," 33,890 "," 35,250 "," 36,681 "," 38,594 "," 39,963 "," 41,961 "
104011082,Maclean - Yamba - Iluka," 7,622 "," 7,577 "," 7,492 "," 7,555 "," 7,647 "," 7,851 ", 50 , 51 , 51 , 51 , 51 , 51 ," 257,134,912 "," 271,691,773 "," 279,714,224 "," 294,926,577 "," 310,067,446 "," 335,796,653 "," 26,172 "," 27,399 "," 28,929 "," 30,158 "," 31,689 "," 33,477 "," 33,736 "," 35,857 "," 37,335 "," 39,037 "," 40,548 "," 42,771 "
104021083,Bellingen," 2,954 "," 2,966 "," 2,937 "," 3,050 "," 3,064 "," 3,104 ", 48 , 49 , 49 , 49 , 49 , 50 ," 107,695,872 "," 115,576,608 "," 118,667,246 "," 129,070,903 "," 131,764,736 "," 144,289,562 "," 28,326 "," 30,391 "," 32,441 "," 33,081 "," 33,808 "," 35,751 "," 36,458 "," 38,967 "," 40,404 "," 42,318 "," 43,004 "," 46,485 "
104021084,Coffs Harbour - North," 8,626 "," 8,634 "," 8,700 "," 8,789 "," 9,081 "," 9,121 ", 45 , 45 , 45 , 45 , 45 , 45 ," 347,399,204 "," 365,866,425 "," 380,924,484 "," 400,930,503 "," 428,346,167 "," 434,200,590 "," 32,744 "," 34,507 "," 36,583 "," 37,590 "," 38,548 "," 39,631 "," 40,273 "," 42,375 "," 43,784 "," 45,617 "," 47,169 "," 47,604 "
104021085,Coffs Harbour - South," 4,771 "," 4,651 "," 4,770 "," 4,906 "," 5,158 "," 5,180 ", 44 , 45 , 45 , 45 , 45 , 45 ," 198,171,701 "," 201,008,371 "," 216,098,290 "," 234,751,148 "," 255,218,084 "," 252,893,438 "," 33,943 "," 35,278 "," 36,411 "," 38,635 "," 39,287 "," 40,117 "," 41,537 "," 43,218 "," 45,304 "," 47,850 "," 49,480 "," 48,821 "
104021086,Coramba - Nana Glen - Bucca," 2,038 "," 2,030 "," 2,021 "," 2,060 "," 2,147 "," 2,164 ", 46 , 47 , 48 , 48 , 47 , 47 ," 83,601,627 "," 88,465,334 "," 97,781,004 "," 92,035,776 "," 106,872,362 "," 101,092,035 "," 31,925 "," 32,114 "," 34,979 "," 37,147 "," 38,055 "," 39,423 "," 41,021 "," 43,579 "," 48,382 "," 44,678 "," 49,778 "," 46,715 "
104021087,Dorrigo," 1,655 "," 1,645 "," 1,629 "," 1,650 "," 1,632 "," 1,694 ", 50 , 51 , 52 , 52 , 53 , 53 ," 49,693,598 "," 51,601,762 "," 51,245,430 "," 54,301,832 "," 59,351,574 "," 65,775,450 "," 24,595 "," 25,147 "," 26,054 "," 26,445 "," 28,889 "," 30,689 "," 30,026 "," 31,369 "," 31,458 "," 32,910 "," 36,367 "," 38,828 "
104021088,Korora - Emerald Beach," 4,558 "," 4,671 "," 4,734 "," 4,933 "," 5,208 "," 5,349 ", 46 , 46 , 47 , 47 , 47 , 47 ," 212,790,411 "," 228,981,875 "," 248,875,283 "," 253,369,160 "," 286,015,644 "," 303,393,693 "," 34,285 "," 35,569 "," 37,939 "," 38,854 "," 40,847 "," 42,005 "," 46,685 "," 49,022 "," 52,572 "," 51,362 "," 54,919 "," 56,720 "
104021089,Sawtell - Boambee," 10,128 "," 9,947 "," 10,046 "," 10,169 "," 10,387 "," 10,518 ", 45 , 46 , 46 , 47 , 46 , 46 ," 397,735,364 "," 414,673,911 "," 445,972,923 "," 471,001,874 "," 493,638,397 "," 513,195,965 "," 33,861 "," 35,738 "," 37,835 "," 39,071 "," 40,399 "," 41,234 "," 39,271 "," 41,688 "," 44,393 "," 46,317 "," 47,525 "," 48,792 "
104021090,Urunga," 2,257 "," 2,262 "," 2,226 "," 2,312 "," 2,365 "," 2,437 ", 50 , 50 , 50 , 50 , 51 , 51 ," 81,387,537 "," 89,072,597 "," 94,301,002 "," 100,719,492 "," 107,045,040 "," 112,764,223 "," 30,593 "," 32,859 "," 34,476 "," 36,912 "," 38,455 "," 39,685 "," 36,060 "," 39,378 "," 42,363 "," 43,564 "," 45,262 "," 46,272 "
104021091,Woolgoolga - Arrawarra," 6,061 "," 6,130 "," 6,226 "," 6,495 "," 6,747 "," 7,127 ", 46 , 46 , 46 , 45 , 44 , 44 ," 216,620,639 "," 239,495,267 "," 250,361,028 "," 269,814,154 "," 287,271,724 "," 302,366,813 "," 28,548 "," 31,134 "," 32,004 "," 33,452 "," 34,008 "," 35,010 "," 35,740 "," 39,069 "," 40,212 "," 41,542 "," 42,578 "," 42,426 "
105011092,Bourke - Brewarrina," 1,843 "," 1,910 "," 1,872 "," 1,848 "," 1,800 "," 1,713 ", 43 , 43 , 44 , 44 , 44 , 45 ," 85,801,908 "," 89,352,224 "," 81,476,505 "," 82,618,662 "," 90,101,915 "," 90,111,688 "," 39,503 "," 40,591 "," 40,669 "," 41,924 "," 44,812 "," 48,189 "," 46,556 "," 46,781 "," 43,524 "," 44,707 "," 50,057 "," 52,605 "
105011093,Cobar," 2,349 "," 2,384 "," 2,405 "," 2,390 "," 2,420 "," 2,362 ", 41 , 40 , 40 , 41 , 41 , 41 ," 130,214,174 "," 138,655,052 "," 149,407,562 "," 160,709,257 "," 170,157,974 "," 160,715,845 "," 46,323 "," 48,881 "," 52,903 "," 52,409 "," 57,202 "," 56,039 "," 55,434 "," 58,161 "," 62,124 "," 67,242 "," 70,313 "," 68,042 "
105011094,Coonamble," 1,929 "," 1,935 "," 1,944 "," 1,888 "," 1,875 "," 1,703 ", 46 , 45 , 45 , 46 , 46 , 46 ," 94,833,164 "," 77,593,161 "," 87,254,787 "," 70,461,829 "," 88,240,875 "," 87,644,942 "," 36,755 "," 35,623 "," 37,006 "," 35,832 "," 41,197 "," 43,463 "," 49,162 "," 40,100 "," 44,884 "," 37,321 "," 47,062 "," 51,465 "
105011095,Nyngan - Warren," 2,810 "," 2,879 "," 2,875 "," 2,940 "," 2,910 "," 2,912 ", 45 , 45 , 45 , 46 , 46 , 45 ," 136,230,624 "," 134,353,390 "," 144,027,119 "," 149,013,766 "," 174,991,609 "," 169,047,500 "," 39,026 "," 38,557 "," 39,531 "," 42,024 "," 47,832 "," 47,446 "," 48,481 "," 46,667 "," 50,096 "," 50,685 "," 60,135 "," 58,052 "
105011096,Walgett - Lightning Ridge," 2,797 "," 2,864 "," 2,824 "," 2,686 "," 2,716 "," 2,350 ", 44 , 44 , 43 , 45 , 45 , 44 ," 122,441,528 "," 121,084,587 "," 138,752,971 "," 85,171,443 "," 79,109,546 "," 76,721,267 "," 33,783 "," 33,037 "," 36,606 "," 34,632 "," 32,548 "," 35,986 "," 43,776 "," 42,278 "," 49,133 "," 31,709 "," 29,127 "," 32,647 "
105021097,Broken Hill," 8,238 "," 8,465 "," 8,355 "," 8,402 "," 8,548 "," 8,341 ", 44 , 44 , 44 , 45 , 45 , 45 ," 382,326,628 "," 426,926,474 "," 443,730,526 "," 450,678,203 "," 473,775,080 "," 473,523,244 "," 38,299 "," 42,240 "," 44,581 "," 45,514 "," 46,595 "," 48,050 "," 46,410 "," 50,434 "," 53,110 "," 53,639 "," 55,425 "," 56,771 "
105021098,Far West, 912 , 927 , 924 , 891 , 918 , 880 , 46 , 46 , 46 , 45 , 47 , 47 ," 43,256,508 "," 46,867,277 "," 43,484,989 "," 47,998,244 "," 54,729,173 "," 53,189,952 "," 37,569 "," 36,529 "," 37,792 "," 41,470 "," 45,751 "," 45,829 "," 47,430 "," 50,558 "," 47,062 "," 53,870 "," 59,618 "," 60,443 "
105031099,Coonabarabran," 3,791 "," 3,777 "," 3,749 "," 3,701 "," 3,751 "," 3,525 ", 48 , 49 , 49 , 49 , 49 , 49 ," 139,259,492 "," 139,086,651 "," 136,893,946 "," 139,902,358 "," 164,468,043 "," 162,456,173 "," 30,707 "," 31,083 "," 30,795 "," 31,478 "," 36,679 "," 36,956 "," 36,734 "," 36,825 "," 36,515 "," 37,801 "," 43,846 "," 46,087 "
105031100,Dubbo - East," 5,697 "," 5,781 "," 5,762 "," 5,787 "," 5,877 "," 5,692 ", 41 , 41 , 41 , 41 , 41 , 42 ," 268,626,581 "," 286,195,596 "," 296,124,489 "," 302,309,936 "," 320,596,983 "," 316,226,811 "," 40,347 "," 42,518 "," 43,855 "," 44,713 "," 45,636 "," 47,182 "," 47,152 "," 49,506 "," 51,393 "," 52,239 "," 54,551 "," 55,556 "
105031101,Dubbo - South," 8,434 "," 8,569 "," 8,713 "," 8,948 "," 9,152 "," 9,271 ", 41 , 41 , 41 , 41 , 41 , 41 ," 393,856,471 "," 424,902,512 "," 446,610,939 "," 468,223,785 "," 492,368,742 "," 511,332,019 "," 40,425 "," 43,185 "," 44,541 "," 45,575 "," 46,632 "," 48,151 "," 46,699 "," 49,586 "," 51,258 "," 52,327 "," 53,799 "," 55,154 "
105031102,Dubbo - West," 3,712 "," 3,847 "," 3,953 "," 4,160 "," 4,344 "," 4,436 ", 41 , 41 , 41 , 41 , 40 , 41 ," 179,453,667 "," 193,175,643 "," 202,009,289 "," 219,451,862 "," 234,181,837 "," 246,289,145 "," 40,405 "," 41,627 "," 43,033 "," 44,851 "," 45,545 "," 46,757 "," 48,344 "," 50,215 "," 51,103 "," 52,753 "," 53,909 "," 55,521 "
105031103,Dubbo Region," 2,944 "," 3,002 "," 2,980 "," 3,122 "," 3,247 "," 2,979 ", 46 , 46 , 46 , 47 , 46 , 46 ," 126,339,705 "," 138,604,819 "," 134,975,838 "," 149,540,705 "," 165,377,358 "," 156,424,674 "," 36,685 "," 39,905 "," 39,942 "," 40,993 "," 43,234 "," 44,921 "," 42,914 "," 46,171 "," 45,294 "," 47,899 "," 50,932 "," 52,509 "
105031104,Gilgandra," 2,163 "," 2,176 "," 2,134 "," 2,113 "," 2,187 "," 2,175 ", 46 , 46 , 47 , 48 , 47 , 48 ," 88,417,239 "," 83,416,497 "," 85,693,997 "," 82,666,292 "," 98,777,822 "," 99,818,734 "," 34,548 "," 32,691 "," 33,876 "," 34,122 "," 36,790 "," 39,418 "," 40,877 "," 38,335 "," 40,157 "," 39,123 "," 45,166 "," 45,894 "
105031105,Narromine," 3,460 "," 3,375 "," 3,416 "," 3,413 "," 3,457 "," 3,403 ", 46 , 46 , 46 , 46 , 46 , 46 ," 149,885,984 "," 145,961,467 "," 151,904,671 "," 155,923,666 "," 166,259,976 "," 168,874,731 "," 35,846 "," 37,095 "," 37,480 "," 37,942 "," 40,209 "," 42,194 "," 43,320 "," 43,248 "," 44,469 "," 45,685 "," 48,094 "," 49,625 "
105031106,Wellington," 3,774 "," 3,841 "," 3,880 "," 3,826 "," 3,822 "," 4,385 ", 47 , 47 , 47 , 47 , 47 , 46 ," 155,253,124 "," 163,007,619 "," 159,943,078 "," 167,601,107 "," 178,031,409 "," 197,915,894 "," 34,409 "," 35,012 "," 35,439 "," 36,906 "," 39,393 "," 36,450 "," 41,138 "," 42,439 "," 41,222 "," 43,806 "," 46,581 "," 45,135 "
106011107,Branxton - Greta - Pokolbin," 5,037 "," 5,243 "," 5,269 "," 5,429 "," 5,516 "," 5,668 ", 41 , 41 , 42 , 43 , 43 , 42 ," 289,909,151 "," 329,531,907 "," 346,670,036 "," 360,084,104 "," 370,198,443 "," 363,446,297 "," 44,585 "," 47,453 "," 49,431 "," 49,930 "," 50,743 "," 49,868 "," 57,556 "," 62,852 "," 65,794 "," 66,326 "," 67,114 "," 64,122 "
106011108,Cessnock," 9,068 "," 9,227 "," 9,105 "," 9,019 "," 9,083 "," 9,316 ", 40 , 40 , 41 , 41 , 41 , 41 ," 436,045,151 "," 492,556,605 "," 505,622,950 "," 486,154,395 "," 495,933,928 "," 500,816,466 "," 38,083 "," 40,938 "," 42,531 "," 42,786 "," 43,193 "," 43,480 "," 48,086 "," 53,382 "," 55,532 "," 53,903 "," 54,600 "," 53,759 "
106011109,Cessnock Region," 3,655 "," 3,810 "," 3,849 "," 3,931 "," 4,072 "," 4,128 ", 45 , 45 , 46 , 45 , 46 , 46 ," 174,091,420 "," 195,595,290 "," 211,071,190 "," 219,362,420 "," 229,083,644 "," 237,917,810 "," 37,486 "," 40,010 "," 41,218 "," 42,666 "," 43,790 "," 44,673 "," 47,631 "," 51,337 "," 54,838 "," 55,803 "," 56,258 "," 57,635 "
106011110,Dungog," 4,491 "," 4,555 "," 4,640 "," 4,677 "," 4,723 "," 4,827 ", 47 , 47 , 48 , 48 , 48 , 48 ," 201,031,440 "," 218,973,532 "," 223,779,327 "," 227,511,312 "," 240,137,642 "," 247,605,036 "," 35,496 "," 37,680 "," 37,175 "," 37,819 "," 39,901 "," 41,152 "," 44,763 "," 48,073 "," 48,228 "," 48,645 "," 50,844 "," 51,296 "
106011111,Kurri Kurri - Abermain," 7,538 "," 7,706 "," 7,693 "," 7,725 "," 7,932 "," 8,168 ", 40 , 41 , 41 , 41 , 41 , 41 ," 355,170,761 "," 389,843,827 "," 394,921,824 "," 397,783,055 "," 409,057,462 "," 423,961,925 "," 40,150 "," 42,344 "," 42,864 "," 43,408 "," 44,246 "," 45,134 "," 47,117 "," 50,590 "," 51,335 "," 51,493 "," 51,571 "," 51,905 "
106011112,Singleton," 8,871 "," 8,968 "," 8,816 "," 8,680 "," 8,644 "," 8,630 ", 40 , 40 , 40 , 41 , 41 , 42 ," 588,236,354 "," 642,316,686 "," 668,377,729 "," 633,859,587 "," 636,710,105 "," 629,063,796 "," 50,979 "," 55,396 "," 57,258 "," 54,949 "," 54,563 "," 54,866 "," 66,310 "," 71,623 "," 75,814 "," 73,025 "," 73,659 "," 72,893 "
106011113,Singleton Region," 2,731 "," 2,816 "," 2,803 "," 2,798 "," 2,821 "," 2,666 ", 44 , 44 , 45 , 45 , 46 , 46 ," 155,960,794 "," 171,584,461 "," 179,769,207 "," 183,577,426 "," 184,657,087 "," 178,526,050 "," 39,984 "," 43,488 "," 46,247 "," 47,188 "," 46,197 "," 48,370 "," 57,108 "," 60,932 "," 64,135 "," 65,610 "," 65,458 "," 66,964 "
106021114,Maitland," 2,324 "," 2,520 "," 2,663 "," 2,898 "," 3,137 "," 3,386 ", 41 , 40 , 40 , 39 , 39 , 38 ," 125,584,000 "," 141,000,799 "," 155,347,388 "," 174,056,399 "," 184,947,530 "," 200,394,431 "," 41,442 "," 44,339 "," 46,702 "," 47,326 "," 47,404 "," 49,752 "," 54,038 "," 55,953 "," 58,335 "," 60,061 "," 58,957 "," 59,183 "
106021115,Maitland - East," 13,818 "," 14,132 "," 14,036 "," 14,165 "," 14,264 "," 14,472 ", 41 , 41 , 42 , 42 , 42 , 42 ," 712,855,935 "," 775,552,271 "," 795,946,591 "," 809,956,772 "," 827,608,779 "," 848,499,655 "," 42,901 "," 45,337 "," 47,237 "," 47,793 "," 48,653 "," 49,205 "," 51,589 "," 54,879 "," 56,708 "," 57,180 "," 58,021 "," 58,630 "
106021116,Maitland - North," 3,833 "," 3,906 "," 3,999 "," 4,142 "," 4,300 "," 4,363 ", 44 , 43 , 44 , 44 , 44 , 44 ," 235,332,388 "," 266,637,214 "," 267,182,024 "," 288,278,784 "," 300,495,815 "," 307,280,051 "," 46,814 "," 50,399 "," 51,544 "," 53,809 "," 53,751 "," 53,756 "," 61,396 "," 68,263 "," 66,812 "," 69,599 "," 69,883 "," 70,429 "
106021117,Maitland - West," 9,402 "," 9,869 "," 10,109 "," 10,352 "," 10,850 "," 11,317 ", 39 , 38 , 39 , 39 , 39 , 39 ," 503,931,231 "," 582,292,945 "," 615,459,823 "," 624,459,587 "," 659,529,568 "," 680,127,944 "," 43,532 "," 46,707 "," 48,036 "," 47,905 "," 48,838 "," 49,024 "," 53,598 "," 59,002 "," 60,882 "," 60,323 "," 60,786 "," 60,098 "
106021118,Thornton - Millers Forest," 5,133 "," 5,308 "," 5,383 "," 5,475 "," 5,601 "," 5,846 ", 40 , 41 , 41 , 42 , 42 , 41 ," 275,130,104 "," 305,183,573 "," 320,121,281 "," 326,102,756 "," 334,269,971 "," 353,306,435 "," 45,778 "," 48,823 "," 50,657 "," 50,659 "," 50,942 "," 52,047 "," 53,600 "," 57,495 "," 59,469 "," 59,562 "," 59,680 "," 60,436 "
106031119,Anna Bay," 2,926 "," 2,918 "," 2,937 "," 2,949 "," 3,018 "," 3,050 ", 44 , 45 , 45 , 45 , 46 , 46 ," 129,195,577 "," 142,681,276 "," 154,596,542 "," 153,522,035 "," 158,299,475 "," 156,911,583 "," 33,647 "," 37,503 "," 39,079 "," 38,900 "," 39,921 "," 39,868 "," 44,154 "," 48,897 "," 52,638 "," 52,059 "," 52,452 "," 51,446 "
106031120,Lemon Tree Passage - Tanilba Bay," 2,924 "," 2,954 "," 2,991 "," 2,971 "," 2,957 "," 3,023 ", 47 , 47 , 47 , 48 , 48 , 48 ," 122,636,967 "," 133,867,273 "," 139,809,245 "," 140,944,152 "," 141,939,266 "," 147,964,560 "," 36,007 "," 38,734 "," 40,120 "," 39,774 "," 40,701 "," 41,338 "," 41,942 "," 45,317 "," 46,743 "," 47,440 "," 48,001 "," 48,946 "
106031121,Nelson Bay Peninsula," 10,691 "," 10,856 "," 10,939 "," 11,054 "," 11,235 "," 11,427 ", 49 , 49 , 50 , 50 , 51 , 51 ," 466,450,251 "," 503,741,633 "," 533,383,663 "," 556,758,287 "," 571,953,220 "," 585,436,863 "," 31,912 "," 34,557 "," 35,927 "," 37,029 "," 37,299 "," 37,726 "," 43,630 "," 46,402 "," 48,760 "," 50,367 "," 50,908 "," 51,233 "
106031122,Raymond Terrace," 6,650 "," 6,742 "," 6,643 "," 6,508 "," 6,544 "," 6,413 ", 40 , 41 , 41 , 42 , 42 , 42 ," 297,796,788 "," 319,517,409 "," 324,960,234 "," 322,204,434 "," 324,418,288 "," 322,510,685 "," 39,590 "," 41,990 "," 43,436 "," 43,720 "," 43,981 "," 45,282 "," 44,781 "," 47,392 "," 48,918 "," 49,509 "," 49,575 "," 50,290 "
106031123,Seaham - Woodville," 3,131 "," 3,168 "," 3,212 "," 3,225 "," 3,297 "," 3,303 ", 45 , 45 , 46 , 46 , 46 , 46 ," 178,376,285 "," 192,223,919 "," 192,213,285 "," 195,765,021 "," 197,386,501 "," 208,907,522 "," 43,433 "," 46,154 "," 46,754 "," 46,582 "," 46,034 "," 47,357 "," 56,971 "," 60,677 "," 59,842 "," 60,702 "," 59,869 "," 63,248 "
106031124,Tea Gardens - Hawks Nest," 2,266 "," 2,277 "," 2,307 "," 2,289 "," 2,337 "," 2,469 ", 58 , 58 , 58 , 58 , 58 , 59 ," 81,813,115 "," 89,027,812 "," 91,255,914 "," 94,235,817 "," 100,023,572 "," 112,639,989 "," 24,429 "," 26,479 "," 27,970 "," 28,687 "," 29,032 "," 29,089 "," 36,105 "," 39,099 "," 39,556 "," 41,169 "," 42,800 "," 45,622 "
