,name,property_type,property_feature,coordinates,desc,postcode,week_rent,sa2_coor,closest_sa2,2023 Population,2023Pred,bedroom_num,bathroom_num,parking_num
63,309/400 St Kilda Road Melbourne VIC 3004,Apartment / Unit / Flat,['Available Now'],"[-37.8345779, 144.9738728]",Botanica is one of Melbourne's finest residential properties located on St Kilda Road. ,3004,400.0,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,7223.858868223266,163487.66666666605,['1'],['1'],['1']
64,32/485 St Kilda Road Melbourne VIC 3004,Apartment / Unit / Flat,"['Available Now', '$2384']","[-37.8426262, 144.9783298]",ARRANGE AN INSPECTION TIME ONLINE - DETAILS BELOW,3004,550.0,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,7223.858868223266,163487.66666666605,['2'],['1'],['1']
65,201/77 Queens Rd Melbourne VIC 3004,House,"['Available Now', '$2477']","[-37.85271110000001, 144.9797274]",Lakeside is located at Melbourne's most iconic address the Albert Park Lake where surrounded by the city's premier landmarks and attractions. The building's unique arrangement let you enjoy the lake and the city lifestyle. ,3004,570.0,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,7223.858868223266,163487.66666666605,['2'],['1'],['1']
66,1906/12 Queens Rd Melbourne VIC 3004,Apartment / Unit / Flat,"['Available Now', '$7170']","[-37.8384194, 144.9747126]",TOP FLOOR PENTHOUSE LIVING WITH AMAZING VIEWS!,3004,650.0,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,7223.858868223266,163487.66666666605,['3'],['2'],['2']
67,81/416 St Kilda Road Melbourne VIC 3004,Apartment / Unit / Flat,"['Wednesday, 21st September 2022']","[-37.8355104, 144.974613]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3004,500.0,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,7223.858868223266,163487.66666666605,['2'],['1'],['1']
68,1215/610 St Kilda Road Melbourne VIC 3004,Apartment / Unit / Flat,"['Monday, 19th September 2022']","[-37.8520422, 144.9803303]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3004,460.0,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,7223.858868223266,163487.66666666605,['2'],['1'],['1']
69,817/35 Albert Road Melbourne VIC 3004,Apartment / Unit / Flat,"['Tuesday, 18th October 2022', '$2824']","[-37.834694999999996, 144.9721117]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3004,650.0,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,7223.858868223266,163487.66666666605,['2'],['2'],['1']
70,712/14 Queens Road Melbourne VIC 3004,Apartment / Unit / Flat,"['Monday, 12th September 2022', '$2817']","[-37.8389211, 144.9749946]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3004,650.0,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,7223.858868223266,163487.66666666605,['1'],['1'],['1']
71,215/12 Queens Road Melbourne VIC 3004,Apartment / Unit / Flat,"['Friday, 16th September 2022', '$2194']","[-37.8384194, 144.9747126]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3004,505.0,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,7223.858868223266,163487.66666666605,['2'],['1'],['1']
72,1208/14 Queens Road Melbourne VIC 3004,Apartment / Unit / Flat,"['Available Now', '$3120']","[-37.8389211, 144.9749946]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3004,720.0,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,7223.858868223266,163487.66666666605,['2'],['2'],['1']
73,1601/568 St Kilda Road Melbourne VIC 3004,Apartment / Unit / Flat,"['Available Now', '$2086']","[-37.8471627, 144.978741]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3004,480.0,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,7223.858868223266,163487.66666666605,['1'],['1'],['1']
74,1704/568 St Kilda Road Melbourne VIC 3004,Apartment / Unit / Flat,"['Available Now', '$2933']","[-37.8471627, 144.978741]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3004,675.0,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,7223.858868223266,163487.66666666605,['2'],['2'],['1']
75,1209/14 Queens Road Melbourne VIC 3004,Apartment / Unit / Flat,"['Available Now', '$6934']","[-37.8389211, 144.9749946]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3004,1600.0,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,7223.858868223266,163487.66666666605,['3'],['2'],['2']
76,1508/568 St Kilda Road Melbourne VIC 3004,Apartment / Unit / Flat,"['Available Now', '$1955']","[-37.8471627, 144.978741]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3004,450.0,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,7223.858868223266,163487.66666666605,['1'],['1'],['1']
77,22/1-29 Albert Road Melbourne VIC 3004,Apartment / Unit / Flat,"['Friday, 30th September 2022', '$3259']","[-37.833957, 144.972793]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3004,750.0,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,7223.858868223266,163487.66666666605,['3'],['2'],['2']
78,301/77 Queens Road Melbourne VIC 3004,Apartment / Unit / Flat,"['Wednesday, 21st September 2022', '$2346']","[-37.85271110000001, 144.9797274]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3004,540.0,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,7223.858868223266,163487.66666666605,['2'],['2'],['1']
79,1317/35 Albert Road Melbourne VIC 3004,Apartment / Unit / Flat,"['Available Now', '$2737']","[-37.834694999999996, 144.9721117]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3004,630.0,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,7223.858868223266,163487.66666666605,['2'],['2'],['1']
80,37/458 St Kilda Road Melbourne VIC 3004,Apartment / Unit / Flat,['Available Now'],"[-37.8401766, 144.9761133]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3004,500.0,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,7223.858868223266,163487.66666666605,['2'],['1'],['1']
81,407/26 Queens Road Melbourne VIC 3004,Apartment / Unit / Flat,"['Saturday, 24th September 2022', '$1868']","[-37.8420001, 144.9755707]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3004,430.0,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,7223.858868223266,163487.66666666605,['2'],['1'],['1']
82,132/416A St Kilda Road Melbourne VIC 3004,Apartment / Unit / Flat,"['Thursday, 15th September 2022']","[-37.8355104, 144.974613]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3004,410.0,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,7223.858868223266,163487.66666666605,['1'],['1'],['1']
83,335/539 St Kilda Road Melbourne VIC 3004,Apartment / Unit / Flat,"['Available Now', '$2520']","[-37.8454438, 144.9794504]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3004,580.0,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,7223.858868223266,163487.66666666605,['1'],['1'],['1']
84,3/9 Commercial Road Melbourne VIC 3004,Apartment / Unit / Flat,"['Available Now', '$3042']","[-37.8457061, 144.9861842]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3004,700.0,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,7223.858868223266,163487.66666666605,['2'],['1'],['2']
85,802/35 Albert Road Melbourne VIC 3004,Apartment / Unit / Flat,"['Available Now', '$2499']","[-37.834694999999996, 144.9721117]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3004,575.0,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,7223.858868223266,163487.66666666605,['2'],['2'],['1']
86,45/32 Queens Rd Melbourne VIC 3004,Apartment / Unit / Flat,"['Available Now', '$1608']","[-37.8433835, 144.9762639]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3004,370.0,"[xcoord    144.962928
ycoord    -37.825860
Name: Southbank, dtype: float64, xcoord    144.982658
ycoord    -37.836778
Name: South Yarra - West, dtype: float64]",South Yarra - West,7223.858868223266,163487.66666666605,['1'],['1'],['1']
