,name,latitude,longitude,nearestSchool,nearestSchool_distance,nearestStation,nearestStation_distance,Y,X,School_Name,STOP_ID,LATITUDE,LONGITUDE,STOP_NAME,real_school_distance,real_school_duration,real_station_distance,real_station_duration
4802,"26 BARBER STREET, PYRAMID HILL",-36.05841,144.114836,Pyramid Hill College,1.2305,Sunbury Railway Station (Sunbury),177.3829,-36.04736,144.11368,Pyramid Hill College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4803,"7 VICTORIA STREET, PYRAMID HILL",-36.0549852,144.11270058,Pyramid Hill College,0.8507,Sunbury Railway Station (Sunbury),177.8035,-36.04736,144.11368,Pyramid Hill College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4804,"1/35 OTTERY STREET, PYRAMID HILL",-36.0534512,144.1194052,Pyramid Hill College,0.8503,Sunbury Railway Station (Sunbury),177.7822,-36.04736,144.11368,Pyramid Hill College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4805,"19 OTTEREY STREET, PYRAMID HILL",-36.05309001,144.11739001,Pyramid Hill College,0.7183,Sunbury Railway Station (Sunbury),177.8753,-36.04736,144.11368,Pyramid Hill College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4806,"4/35 OTTERY STREET, PYRAMID HILL",-36.0534662,144.1214219,Pyramid Hill College,0.9725,Sunbury Railway Station (Sunbury),177.7258,-36.04736,144.11368,Pyramid Hill College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4807,"CONTACT AGENT, PYRAMID HILL",-36.054776,144.115587,Pyramid Hill College,0.8406,Sunbury Railway Station (Sunbury),177.7463,-36.04736,144.11368,Pyramid Hill College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4808,"33 DURHAM OX ROAD, PYRAMID HILL",-36.0563,144.107989,Pyramid Hill College,1.1167,Sunbury Railway Station (Sunbury),177.7947,-36.04736,144.11368,Pyramid Hill College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4809,"3/35 OTTERY STREET, PYRAMID HILL",-36.0534699,144.1214207,Pyramid Hill College,0.9727,Sunbury Railway Station (Sunbury),177.7254,-36.04736,144.11368,Pyramid Hill College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4810,"47 BARBER STREET, PYRAMID HILL",-36.059997,144.114142,Pyramid Hill College,1.4028,Sunbury Railway Station (Sunbury),177.2343,-36.04736,144.11368,Pyramid Hill College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4811,"10 DURHAM OX ROAD, PYRAMID HILL",-36.055783,144.111146,Pyramid Hill College,0.9621,Sunbury Railway Station (Sunbury),177.762,-36.04736,144.11368,Pyramid Hill College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4812,"1183 GLADFIELD ROAD, PYRAMID HILL",-36.055312,144.0721123,Pyramid Hill College,3.848,Sunbury Railway Station (Sunbury),178.919,-36.04736,144.11368,Pyramid Hill College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4813,"15 PORTLEY RD, GLADFIELD",-28.071801,152.1945024,Walwa Primary School,971.093,Hurstbridge Railway Station (Hurstbridge),1246.2378,-35.96423,147.73215,Walwa Primary School,19990,-37.6394,145.192,Hurstbridge Railway Station (Hurstbridge),,,,
4814,"2 / 14 MCKENZIE STREET, KERANG",-35.72524001,143.92178001,Kerang Primary School,0.718,Sunbury Railway Station (Sunbury),217.966,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4815,"49 WELLINGTON STREET, KERANG",-35.7350226002,143.9090034002,Kerang Christian College,0.6484,Sunbury Railway Station (Sunbury),217.3222,-35.73042,143.91342,Kerang Christian College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4816,"1 / 14 MCKENZIE STREET, KERANG",-35.725244,143.921779,Kerang Primary School,0.7175,Sunbury Railway Station (Sunbury),217.9656,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4817,"4 SWAN STREET, KERANG",-35.72423418,143.92661131,Kerang Primary School,0.964,Sunbury Railway Station (Sunbury),217.9292,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4818,"26 MILL STREET, KERANG",-35.72193001,143.91256001,Kerang Technical High School,0.4277,Sunbury Railway Station (Sunbury),218.5865,-35.72565,143.9138,Kerang Technical High School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4819,"43 ALBERT STREET, KERANG",-35.72989,143.922203,Kerang Primary School,0.2217,Sunbury Railway Station (Sunbury),217.4659,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4820,"26 VICTORIA STREET, KERANG",-35.734391,143.919871,Kerang Primary School,0.3209,Sunbury Railway Station (Sunbury),217.0633,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4821,"12 MCKENZIE STREET, KERANG",-35.724791,143.92195,Kerang Technical High School,0.7435,Sunbury Railway Station (Sunbury),218.0081,-35.72565,143.9138,Kerang Technical High School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4822,"45 NOLAN STREET, KERANG",-35.73031001,143.91786001,Kerang Primary School,0.3339,Sunbury Railway Station (Sunbury),217.5507,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4823,"103 LILAC AVENUE, KERANG",-35.7266719002,143.9223403002,Kerang Primary School,0.5673,Sunbury Railway Station (Sunbury),217.7993,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4824,"16 MURRAY STREET, KERANG",-35.729015,143.914145,Kerang Christian College,0.1691,Sunbury Railway Station (Sunbury),217.7971,-35.73042,143.91342,Kerang Christian College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4825,"12 REDGUM DRIVE, KERANG",-35.7456911,143.9258376,Kerang South Primary School,0.5092,Sunbury Railway Station (Sunbury),215.7018,-35.74123,143.92716,Kerang South Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4826,"1/95 BOUNDARY STREET, KERANG",-35.73991001,143.92355001,Kerang South Primary School,0.3579,Sunbury Railway Station (Sunbury),216.3756,-35.74123,143.92716,Kerang South Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4827,"56 MARNE STREET, KERANG",-35.74083001,143.92408001,Kerang South Primary School,0.2821,Sunbury Railway Station (Sunbury),216.2634,-35.74123,143.92716,Kerang South Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4828,"14 KEATS STREET, KERANG",-35.7287845,143.9250162,Kerang Primary School,0.4763,Sunbury Railway Station (Sunbury),217.4988,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4829,"86 LILAC AVENUE, KERANG",-35.7266719002,143.9223403002,Kerang Primary School,0.5673,Sunbury Railway Station (Sunbury),217.7993,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4830,"18 RICHARDSON STREET, KERANG",-35.7291064,143.9318506,Kerang Primary School,1.0105,Sunbury Railway Station (Sunbury),217.2642,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4831,"1/182 BOUNDARY STREET, KERANG",-35.73144,143.922968,Kerang Primary School,0.1677,Sunbury Railway Station (Sunbury),217.2808,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4832,"7 MOURILYAN STREET, KERANG",-35.724879,143.92651,Kerang Primary School,0.8984,Sunbury Railway Station (Sunbury),217.8646,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4833,"16 VICTORIA STREET, KERANG",-35.7250502002,143.9203369002,Kerang Technical High School,0.5952,Sunbury Railway Station (Sunbury),218.0286,-35.72565,143.9138,Kerang Technical High School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4834,"26 VICTORIA ST, KERANG",-35.734391,143.919871,Kerang Primary School,0.3209,Sunbury Railway Station (Sunbury),217.0633,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4835,"20 MURRAY STREET, KERANG",-35.7284001,143.91425001,Kerang Christian College,0.2364,Sunbury Railway Station (Sunbury),217.8583,-35.73042,143.91342,Kerang Christian College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4836,"60 MARNE STREET, KERANG",-35.74052001,143.92408001,Kerang South Primary School,0.2895,Sunbury Railway Station (Sunbury),216.2959,-35.74123,143.92716,Kerang South Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4837,"8 LENG STREET, KERANG",-35.742722,143.922024,Kerang South Primary School,0.4932,Sunbury Railway Station (Sunbury),216.1263,-35.74123,143.92716,Kerang South Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4838,"9 TAVERNER COURT, KERANG",-35.72598001,143.92495001,Kerang Primary School,0.7212,Sunbury Railway Station (Sunbury),217.7949,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4839,"52A WELLINGTON STREET, KERANG",-35.7349976002,143.908308002,Kerang Christian College,0.6869,Sunbury Railway Station (Sunbury),217.3458,-35.73042,143.91342,Kerang Christian College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4840,"4 CORONATION STREET, KERANG",-35.7242001,143.9126001,Kerang Technical High School,0.1941,Sunbury Railway Station (Sunbury),218.3475,-35.72565,143.9138,Kerang Technical High School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4841,"7 MCCANN CRESCENT, KERANG",-35.72603001,143.92811001,Kerang Primary School,0.89,Sunbury Railway Station (Sunbury),217.6968,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4842,"57 ALBERT STREET, KERANG",-35.72911486,143.92202543,Kerang Primary School,0.2967,Sunbury Railway Station (Sunbury),217.5524,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4843,"12 KEATS STREET, KERANG",-35.72892275,143.92501621,Kerang Primary School,0.4661,Sunbury Railway Station (Sunbury),217.4843,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4844,"8 BURKE STREET, KERANG",-35.7296788002,143.9277893002,Kerang Primary School,0.6416,Sunbury Railway Station (Sunbury),217.3233,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4845,"72 PARK ROAD, KERANG",-35.7285986,143.9235265,Kerang Primary School,0.4053,Sunbury Railway Station (Sunbury),217.5622,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4846,"91 VICTORIA STREET, KERANG",-35.72986001,143.92076001,Kerang Primary School,0.2059,Sunbury Railway Station (Sunbury),217.5118,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4847,"8 WELLINGTON STREET, KERANG",-35.73538001,143.92449001,Kerang Primary School,0.5094,Sunbury Railway Station (Sunbury),216.8226,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4848,"176 BOUNDARY STREET, KERANG",-35.73186,143.922776,Kerang Primary School,0.1492,Sunbury Railway Station (Sunbury),217.2424,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4849,"32 BURGOYNE STREET, KERANG",-35.72502001,143.91214001,Kerang Technical High School,0.1657,Sunbury Railway Station (Sunbury),218.2753,-35.72565,143.9138,Kerang Technical High School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4850,"72 TAVERNER ROAD, KERANG",-35.75698001,143.89742001,Kerang South Primary School,3.2077,Sunbury Railway Station (Sunbury),215.3806,-35.74123,143.92716,Kerang South Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4851,"6 CANONSGATE AVENUE, KERANG",-35.7374869002,143.9244468002,Kerang South Primary School,0.4824,Sunbury Railway Station (Sunbury),216.603,-35.74123,143.92716,Kerang South Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4852,"23 NOLAN STREET, KERANG",-35.73328001,143.91786001,Kerang Primary School,0.3452,Sunbury Railway Station (Sunbury),217.2395,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4853,"65 BOUNDARY STREET, KERANG",-35.7315239002,143.9232159002,Kerang Primary School,0.1887,Sunbury Railway Station (Sunbury),217.2646,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4854,"5 CANONSGATE AVENUE, KERANG",-35.73734001,143.92386001,Kerang South Primary School,0.5248,Sunbury Railway Station (Sunbury),216.6358,-35.74123,143.92716,Kerang South Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4855,"10 LYALL AVENUE, KERANG",-35.74087103,143.92142911,Kerang South Primary School,0.5199,Sunbury Railway Station (Sunbury),216.3379,-35.74123,143.92716,Kerang South Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4856,"1/182 BOUNDARY ST, KERANG",-35.73144,143.922968,Kerang Primary School,0.1677,Sunbury Railway Station (Sunbury),217.2808,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4857,"70 WELLINGTON STREET, KERANG",-35.73525336,143.91914531,Kerang Primary School,0.4346,Sunbury Railway Station (Sunbury),216.9945,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4858,"187 WESTBLADE AVENUE, KERANG",-35.72807768,143.92345883,Kerang Primary School,0.4524,Sunbury Railway Station (Sunbury),217.6188,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4859,"4 ANDREW STREET, KERANG",-35.73725001,143.92189001,Kerang Primary School,0.6206,Sunbury Railway Station (Sunbury),216.7037,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4860,"60. MARNE STREET, KERANG",-35.7441862002,143.9244203002,Kerang South Primary School,0.4111,Sunbury Railway Station (Sunbury),215.9016,-35.74123,143.92716,Kerang South Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4861,"3, 14 MCKENZIE STREET, KERANG",-35.72524001,143.92178001,Kerang Primary School,0.718,Sunbury Railway Station (Sunbury),217.966,-35.73169,143.92114,Kerang Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4862,"3/14 MCKENZIE STREET, KERANG",-35.72479129,143.92177721,Kerang Technical High School,0.728,Sunbury Railway Station (Sunbury),218.0132,-35.72565,143.9138,Kerang Technical High School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4863,"2, 83 WELLINGTON STREET, KERANG",-35.73491001,143.91466001,Kerang Christian College,0.5107,Sunbury Railway Station (Sunbury),217.1643,-35.73042,143.91342,Kerang Christian College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4864,"84 ANGUS ROAD, MYSTIC PARK",-35.544659002,143.7070303002,Lake Charm Primary School,10.8931,Sunbury Railway Station (Sunbury),243.5311,-35.60664,143.80023,Lake Charm Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4865,"8 FLOOD LANE, REEDY LAKE",-35.65831001,143.85555001,Lake Charm Primary School,7.6141,Sunbury Railway Station (Sunbury),226.9645,-35.60664,143.80023,Lake Charm Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4866,"25 COLLETT CIRCUIT, APPIN",-34.1869311,150.7894522,Walwa Primary School,341.4793,Lilydale Railway Station (Lilydale),630.4234,-35.96423,147.73215,Walwa Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
4867,"180 MACQUARIEDALE ROAD, APPIN",-34.1927656,150.7759519,Walwa Primary School,340.0927,Lilydale Railway Station (Lilydale),629.0566,-35.96423,147.73215,Walwa Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
4868,"24 TOGGERAI STREET, APPIN",-34.206069,150.789345,Walwa Primary School,340.2237,Lilydale Railway Station (Lilydale),629.0401,-35.96423,147.73215,Walwa Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
4869,"400 APPIN ROAD, APPIN",-34.17182103,150.79135575,Walwa Primary School,342.6117,Lilydale Railway Station (Lilydale),631.6458,-35.96423,147.73215,Walwa Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
4870,"285 BROOKES POINT ROAD, APPIN",-34.2181270824292,150.813028264229,Walwa Primary School,341.2173,Lilydale Railway Station (Lilydale),629.843,-35.96423,147.73215,Walwa Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
4871,"6 KERR ST, APPIN",-34.199571,150.784924,Walwa Primary School,340.3165,Lilydale Railway Station (Lilydale),629.1963,-35.96423,147.73215,Walwa Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
4872,"10 KENNEDY STREET, APPIN",-34.196244,150.790442,Walwa Primary School,340.9449,Lilydale Railway Station (Lilydale),629.8229,-35.96423,147.73215,Walwa Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
4873,"GILLIES ROAD, SANDHILL LAKE",-35.7092102,143.6416659,Lake Charm Primary School,18.3214,Sunbury Railway Station (Sunbury),229.0858,-35.60664,143.80023,Lake Charm Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4874,"3835 BOORT - KERANG ROAD, DINGWALL",-35.80231001,143.84027001,Kerang Christian College,10.3625,Sunbury Railway Station (Sunbury),212.5099,-35.73042,143.91342,Kerang Christian College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4875,"19 ULONGA COURT, NORMANVILLE",-35.449368,138.317707,Murrayville Community College,260.6998,Sunbury Railway Station (Sunbury),620.6971,-35.26557,141.17734,Murrayville Community College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4876,"4A ST ANDREWS BOULEVARD, NORMANVILLE",-35.4590853,138.3116092,Murrayville Community College,261.3231,Sunbury Railway Station (Sunbury),620.76,-35.26557,141.17734,Murrayville Community College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4877,"77 MAIN ROAD, NORMANVILLE",-35.447118,138.318991,Murrayville Community College,260.5677,Sunbury Railway Station (Sunbury),620.6935,-35.26557,141.17734,Murrayville Community College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4878,"21 ULONGA COURT, NORMANVILLE",-35.449465,138.31786,Murrayville Community College,260.6867,Sunbury Railway Station (Sunbury),620.68,-35.26557,141.17734,Murrayville Community College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4879,"2B ST ANDREWS BOULEVARD, NORMANVILLE",-35.458881,138.311671,Murrayville Community College,261.316,Sunbury Railway Station (Sunbury),620.7641,-35.26557,141.17734,Murrayville Community College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4880,"16 KATHERINE DRIVE, NORMANVILLE",-35.448097,138.324644,Murrayville Community College,260.0624,Sunbury Railway Station (Sunbury),620.181,-35.26557,141.17734,Murrayville Community College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4881,"123 GRIGG ROAD, KOONDROOK",-35.6482494002,144.1261776002,Koondrook Primary School,1.5217,Sunbury Railway Station (Sunbury),220.9108,-35.63487,144.12987,Koondrook Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4882,"7 LILY STREET, KOONDROOK",-35.62828001,144.11756001,Koondrook Primary School,1.3334,Sunbury Railway Station (Sunbury),223.2492,-35.63487,144.12987,Koondrook Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4883,"50 GUNBOWER PARADE, KOONDROOK",-35.643798,144.131988,Koondrook Primary School,1.009,Sunbury Railway Station (Sunbury),221.2646,-35.63487,144.12987,Koondrook Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4884,"2 GRIGG ROAD, KOONDROOK",-35.652498,144.125269,Koondrook Primary School,1.9998,Sunbury Railway Station (Sunbury),220.4731,-35.63487,144.12987,Koondrook Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4885,"70 PENGLASE, KOONDROOK",-35.632997,144.123723,Koondrook Primary School,0.5943,Sunbury Railway Station (Sunbury),222.607,-35.63487,144.12987,Koondrook Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4886,"116 GRIGG ROAD, KOONDROOK",-35.638205,144.125836,Koondrook Primary School,0.52,Sunbury Railway Station (Sunbury),222.0001,-35.63487,144.12987,Koondrook Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4887,"1 GRIGG ROAD, KOONDROOK",-35.6520741,144.1261564,Koondrook Primary School,1.9382,Sunbury Railway Station (Sunbury),220.4994,-35.63487,144.12987,Koondrook Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4888,"GRIGG ROAD, KOONDROOK",-35.642767,144.126122,Koondrook Primary School,0.9397,Sunbury Railway Station (Sunbury),221.5025,-35.63487,144.12987,Koondrook Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4889,"3 STATION STREET, KOONDROOK",-35.6408361,144.1289783,Koondrook Primary School,0.6669,Sunbury Railway Station (Sunbury),221.6486,-35.63487,144.12987,Koondrook Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4890,"68 MURRAY PARADE, KOONDROOK",-35.627788,144.118614,Koondrook Primary School,1.2872,Sunbury Railway Station (Sunbury),223.2792,-35.63487,144.12987,Koondrook Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4891,"2 DALTON STREET, KOONDROOK",-35.6323718,144.12412,Koondrook Primary School,0.59,Sunbury Railway Station (Sunbury),222.6657,-35.63487,144.12987,Koondrook Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4892,"12 VINE ST, KOONDROOK",-35.630539,144.120739,Koondrook Primary School,0.9565,Sunbury Railway Station (Sunbury),222.9366,-35.63487,144.12987,Koondrook Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4893,"52 FOREST STREET, KOONDROOK",-35.64395,144.12919,Koondrook Primary School,1.0093,Sunbury Railway Station (Sunbury),221.3086,-35.63487,144.12987,Koondrook Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4894,"1/135 GRIGG ROAD, KOONDROOK",-35.634935,144.126331,Koondrook Primary School,0.3206,Sunbury Railway Station (Sunbury),222.3417,-35.63487,144.12987,Koondrook Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4895,"97 GRIGG ROAD, KOONDROOK",-35.639051,144.126349,Koondrook Primary School,0.5629,Sunbury Railway Station (Sunbury),221.8979,-35.63487,144.12987,Koondrook Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4896,"98 GRIGG ROAD, KOONDROOK",-35.640236,144.12585,Koondrook Primary School,0.6979,Sunbury Railway Station (Sunbury),221.781,-35.63487,144.12987,Koondrook Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4897,"5554 DONALD/SWAN HILL ROAD, CASTLE DONNINGTON",-35.39223001,143.55993001,Son Centre Christian College,2.0342,Sunbury Railway Station (Sunbury),264.2509,-35.37756,143.5465,Son Centre Christian College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4898,"5 LITTLE MURRAY WEIR ROAD, CASTLE DONNINGTON",-35.4201457,143.6013762,Lake Boga Primary School,5.6563,Sunbury Railway Station (Sunbury),259.9393,-35.46451,143.63207,Lake Boga Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4899,"124D LITTLE MURRAY WEIR ROAD, CASTLE DONNINGTON",-35.4152084,143.6095152,Lake Boga Primary School,5.8407,Sunbury Railway Station (Sunbury),260.164,-35.46451,143.63207,Lake Boga Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4900,"4970A MURRAY VALLEY HIGHWAY, CASTLE DONNINGTON",-35.4136848,143.5891844,Son Centre Christian College,5.5768,Sunbury Railway Station (Sunbury),261.0263,-35.37756,143.5465,Son Centre Christian College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4901,"4867 MURRAY VALLEY HIGHWAY, CASTLE DONNINGTON",-35.421612,143.601681,Lake Boga Primary School,5.5014,Sunbury Railway Station (Sunbury),259.7784,-35.46451,143.63207,Lake Boga Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4902,"24 KOETSVELD DRIVE, CASTLE DONNINGTON",-35.419056,143.603536,Lake Boga Primary School,5.6696,Sunbury Railway Station (Sunbury),259.976,-35.46451,143.63207,Lake Boga Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4903,"25 VOLUM AVENUE, TRESCO",-35.5031063002,143.6723085002,Lake Boga Primary School,5.6277,Sunbury Railway Station (Sunbury),248.9824,-35.46451,143.63207,Lake Boga Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4904,"29 CORNISH AVENUE, TRESCO",-35.501895002,143.6723161002,Lake Boga Primary School,5.5266,Sunbury Railway Station (Sunbury),249.1068,-35.46451,143.63207,Lake Boga Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4905,"101 GEORGE ROAD, TRESCO",-35.483106,143.6265451,Lake Boga Primary School,2.1233,Sunbury Railway Station (Sunbury),252.6119,-35.46451,143.63207,Lake Boga Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4906,"243 CUMNOCK ROAD, TRESCO",-35.484016,143.640474,Lake Boga Primary School,2.2946,Sunbury Railway Station (Sunbury),252.0346,-35.46451,143.63207,Lake Boga Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4907,"243 CUMNOCK RD, TRESCO",-35.484016,143.640474,Lake Boga Primary School,2.2946,Sunbury Railway Station (Sunbury),252.0346,-35.46451,143.63207,Lake Boga Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4908,"263 RIDGE ROAD, TRESCO",-35.49575,143.679086,Lake Boga Primary School,5.4972,Sunbury Railway Station (Sunbury),249.5106,-35.46451,143.63207,Lake Boga Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
4909,"235 CUMNOCK ROAD, TRESCO",-35.4819743,143.6390455,Lake Boga Primary School,2.0385,Sunbury Railway Station (Sunbury),252.2934,-35.46451,143.63207,Lake Boga Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),,,,
