,name,latitude,longitude,nearestSchool,nearestSchool_distance,nearestStation,nearestStation_distance,School_Y,School_X,School_Name,STOP_ID,LATITUDE,LONGITUDE,STOP_NAME,real_school_distance,real_school_duration,real_station_distance,real_station_duration
10405,"10 JOROMA PLACE, WONGA PARK",-37.760279,145.288593,Village School,0.6469,Mooroolbark Railway Station (Mooroolbark),3.4273,-37.76375,145.29449,Village School,19877,-37.7847,145.3124,Mooroolbark Railway Station (Mooroolbark),,,,
10406,"5A BRUSHY PARK ROAD, WONGA PARK",-37.762315,145.289367,Village School,0.4787,Mooroolbark Railway Station (Mooroolbark),3.2079,-37.76375,145.29449,Village School,19877,-37.7847,145.3124,Mooroolbark Railway Station (Mooroolbark),,,,
10407,"33 CHARLES SMITH DRIVE, WONGA PARK",-37.767749,145.268219,Yarra Road Primary School,0.3838,Croydon Railway Station (Croydon),3.2571,-37.7664,145.27223,Yarra Road Primary School,19878,-37.7954,145.2806,Croydon Railway Station (Croydon),,,,
10408,"10 ROWLAND COURT, WONGA PARK",-37.7620555002,145.2884031002,Village School,0.5684,Mooroolbark Railway Station (Mooroolbark),3.2843,-37.76375,145.29449,Village School,19877,-37.7847,145.3124,Mooroolbark Railway Station (Mooroolbark),,,,
10409,"271 YARRA ROAD, WONGA PARK",-37.7423738002,145.2692432002,Wonga Park Primary School,1.3682,Croydon Railway Station (Croydon),5.9699,-37.73064,145.274,Wonga Park Primary School,19878,-37.7954,145.2806,Croydon Railway Station (Croydon),,,,
10410,"UNIT 1/16 BRUSHY PARK ROAD, WONGA PARK",-37.758607,145.290638,Village School,0.6641,Mooroolbark Railway Station (Mooroolbark),3.4733,-37.76375,145.29449,Village School,19877,-37.7847,145.3124,Mooroolbark Railway Station (Mooroolbark),,,,
10411,"25 JOROMA PLACE, WONGA PARK",-37.759967,145.288038,Village School,0.7068,Mooroolbark Railway Station (Mooroolbark),3.4847,-37.76375,145.29449,Village School,19877,-37.7847,145.3124,Mooroolbark Railway Station (Mooroolbark),,,,
10412,"9 GLENMURRAY PLACE, WONGA PARK",-37.76235994,145.29037361,Village School,0.3942,Mooroolbark Railway Station (Mooroolbark),3.1487,-37.76375,145.29449,Village School,19877,-37.7847,145.3124,Mooroolbark Railway Station (Mooroolbark),,,,
10413,"12 RINDLEBROOK PLACE, WONGA PARK",-37.7588683,145.2878719,Village School,0.796,Mooroolbark Railway Station (Mooroolbark),3.5903,-37.76375,145.29449,Village School,19877,-37.7847,145.3124,Mooroolbark Railway Station (Mooroolbark),,,,
10414,"11 BLACKWOOD DRIVE, WONGA PARK",-37.741308,145.275449,Wonga Park Primary School,1.1909,Mooroolbark Railway Station (Mooroolbark),5.8135,-37.73064,145.274,Wonga Park Primary School,19877,-37.7847,145.3124,Mooroolbark Railway Station (Mooroolbark),,,,
10415,"LOT 1/4 RINDLEBROOK PLACE, WONGA PARK",-37.7590961,145.2886235,Village School,0.7308,Mooroolbark Railway Station (Mooroolbark),3.5305,-37.76375,145.29449,Village School,19877,-37.7847,145.3124,Mooroolbark Railway Station (Mooroolbark),,,,
10416,"CONTACT AGENT, WONGA PARK",-37.749638,145.270204,Yarra Road Primary School,1.869,Croydon Railway Station (Croydon),5.1611,-37.7664,145.27223,Yarra Road Primary School,19878,-37.7954,145.2806,Croydon Railway Station (Croydon),,,,
10417,"3 RINDLEBROOK PLACE, WONGA PARK",-37.735583,145.2756505,Wonga Park Primary School,0.5676,Mooroolbark Railway Station (Mooroolbark),6.3408,-37.73064,145.274,Wonga Park Primary School,19877,-37.7847,145.3124,Mooroolbark Railway Station (Mooroolbark),,,,
10418,"29 EDWARD RD, CHIRNSIDE PARK",-37.75409001,145.31635001,Chirnside Park Primary School,0.6277,Lilydale Railway Station (Lilydale),2.7671,-37.75007,145.31134,Chirnside Park Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10419,"19 PARKVIEW TERRACE, CHIRNSIDE PARK",-37.7599592002,145.3047848002,Oxley Christian College,0.4019,Mooroolbark Railway Station (Mooroolbark),2.8268,-37.76357,145.30513,Oxley Christian College,19877,-37.7847,145.3124,Mooroolbark Railway Station (Mooroolbark),,,,
10420,"13 EUSTACE CLOSE, CHIRNSIDE PARK",-37.7713001,145.30406001,Manchester Primary School,0.3972,Mooroolbark Railway Station (Mooroolbark),1.6589,-37.77227,145.3084,Manchester Primary School,19877,-37.7847,145.3124,Mooroolbark Railway Station (Mooroolbark),,,,
10421,"2/119 VICTORIA ROAD, CHIRNSIDE PARK",-37.748627,145.336204,Lilydale Heights College,0.5546,Lilydale Railway Station (Lilydale),1.2682,-37.74582,145.34141,Lilydale Heights College,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10422,"33 BLACKSPRINGS ROAD, CHIRNSIDE PARK",-37.757042,145.307481,Oxley Christian College,0.7536,Mooroolbark Railway Station (Mooroolbark),3.1003,-37.76357,145.30513,Oxley Christian College,19877,-37.7847,145.3124,Mooroolbark Railway Station (Mooroolbark),,,,
10423,"61 KINGSWOOD DRIVE, CHIRNSIDE PARK",-37.75117001,145.32691001,Victoria Road Primary School,0.9249,Lilydale Railway Station (Lilydale),1.8941,-37.75518,145.33611,Victoria Road Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10424,"4 SHERWOOD ROAD, CHIRNSIDE PARK",-37.7473409,145.3325461,Lilydale Heights College,0.7992,Lilydale Railway Station (Lilydale),1.6136,-37.74582,145.34141,Lilydale Heights College,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10425,"5 EDGAR CLOSE, CHIRNSIDE PARK",-37.7530332002,145.335956002,Victoria Road Primary School,0.2387,Lilydale Railway Station (Lilydale),1.0705,-37.75518,145.33611,Victoria Road Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10426,"40 AMADEO WAY, CHIRNSIDE PARK",-37.7590994002,145.307531002,Oxley Christian College,0.5394,Mooroolbark Railway Station (Mooroolbark),2.8737,-37.76357,145.30513,Oxley Christian College,19877,-37.7847,145.3124,Mooroolbark Railway Station (Mooroolbark),,,,
10427,"38 SHERWOOD ROAD, CHIRNSIDE PARK",-37.7507169002,145.3318954002,Victoria Road Primary School,0.6191,Lilydale Railway Station (Lilydale),1.4905,-37.75518,145.33611,Victoria Road Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10428,"72 COUNTRY CLUB DRIVE, CHIRNSIDE PARK",-37.752459,145.324645,Victoria Road Primary School,1.0545,Lilydale Railway Station (Lilydale),2.0596,-37.75518,145.33611,Victoria Road Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10429,"27 SWITCHBACK ROAD, CHIRNSIDE PARK",-37.745383,145.332843,Lilydale Heights College,0.7566,Lilydale Railway Station (Lilydale),1.7249,-37.74582,145.34141,Lilydale Heights College,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10430,"86 ROLLING HILLS ROAD, CHIRNSIDE PARK",-37.7480064002,145.3261346002,Victoria Road Primary School,1.1861,Lilydale Railway Station (Lilydale),2.0745,-37.75518,145.33611,Victoria Road Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10431,"76 ST ANDREWS DRIVE, CHIRNSIDE PARK",-37.755525,145.330524,Victoria Road Primary School,0.4937,Lilydale Railway Station (Lilydale),1.5136,-37.75518,145.33611,Victoria Road Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10432,"93 SWITCHBACK ROAD, CHIRNSIDE PARK",-37.744619,145.325332,Chirnside Park Primary School,1.3736,Lilydale Railway Station (Lilydale),2.3118,-37.75007,145.31134,Chirnside Park Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10433,"2 EUSTACE CLOSE, CHIRNSIDE PARK",-37.77087001,145.30361001,Manchester Primary School,0.4497,Mooroolbark Railway Station (Mooroolbark),1.7193,-37.77227,145.3084,Manchester Primary School,19877,-37.7847,145.3124,Mooroolbark Railway Station (Mooroolbark),,,,
10434,"4 EAST LINK, CHIRNSIDE PARK",-37.755022,145.320467,Chirnside Park Primary School,0.9742,Lilydale Railway Station (Lilydale),2.4005,-37.75007,145.31134,Chirnside Park Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10435,"1 MANSION PLACE, CHIRNSIDE PARK",-37.750597,145.327479,Victoria Road Primary School,0.915,Lilydale Railway Station (Lilydale),1.8632,-37.75518,145.33611,Victoria Road Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10436,"66 ROSEMAN ROAD, CHIRNSIDE PARK",-37.746928,145.33598,Lilydale Heights College,0.4941,Lilydale Railway Station (Lilydale),1.4043,-37.74582,145.34141,Lilydale Heights College,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10437,"3/9 EL CENTRO, CHIRNSIDE PARK",-37.755462,145.312761,Chirnside Park Primary School,0.6114,Lilydale Railway Station (Lilydale),3.0789,-37.75007,145.31134,Chirnside Park Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10438,"53 VICTORIA ROAD, CHIRNSIDE PARK",-37.755744,145.335116,Victoria Road Primary School,0.1077,Lilydale Railway Station (Lilydale),1.1093,-37.75518,145.33611,Victoria Road Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10439,"53 ST ANDREWS DRIVE, CHIRNSIDE PARK",-37.7529908002,145.3323761002,Victoria Road Primary School,0.409,Lilydale Railway Station (Lilydale),1.3788,-37.75518,145.33611,Victoria Road Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10440,"5 EDWARD ROAD, CHIRNSIDE PARK",-37.75641,145.316065,Chirnside Park Primary School,0.8177,Lilydale Railway Station (Lilydale),2.7896,-37.75007,145.31134,Chirnside Park Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10441,"9 ALLY TERRACE, CHIRNSIDE PARK",-37.756061,145.295076,Village School,0.855,Mooroolbark Railway Station (Mooroolbark),3.5262,-37.76375,145.29449,Village School,19877,-37.7847,145.3124,Mooroolbark Railway Station (Mooroolbark),,,,
10442,"5 ALLY TERRACE, CHIRNSIDE PARK",-37.756717,145.294892,Village School,0.7814,Mooroolbark Railway Station (Mooroolbark),3.4679,-37.76375,145.29449,Village School,19877,-37.7847,145.3124,Mooroolbark Railway Station (Mooroolbark),,,,
10443,"29 EDWARD ROAD, CHIRNSIDE PARK",-37.75409,145.316346,Chirnside Park Primary School,0.6275,Lilydale Railway Station (Lilydale),2.7675,-37.75007,145.31134,Chirnside Park Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10444,"51 BOTANICA DRIVE, CHIRNSIDE PARK",-37.7489108,145.3313918,Victoria Road Primary School,0.8106,Lilydale Railway Station (Lilydale),1.6126,-37.75518,145.33611,Victoria Road Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10445,"18 LITTLE CHIPPING DRIVE, CHIRNSIDE PARK",-37.7581619,145.303836,Oxley Christian College,0.611,Mooroolbark Railway Station (Mooroolbark),3.0406,-37.76357,145.30513,Oxley Christian College,19877,-37.7847,145.3124,Mooroolbark Railway Station (Mooroolbark),,,,
10446,"39 BELSAY CHASE, CHIRNSIDE PARK",-37.758526,145.309516,Oxley Christian College,0.6803,Mooroolbark Railway Station (Mooroolbark),2.9162,-37.76357,145.30513,Oxley Christian College,19877,-37.7847,145.3124,Mooroolbark Railway Station (Mooroolbark),,,,
10447,"32 OAK COURT PARK, CHIRNSIDE PARK",-37.71909001,145.30334001,Wonga Park Primary School,2.8869,Lilydale Railway Station (Lilydale),5.6232,-37.73064,145.274,Wonga Park Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10448,"18 BELSAY CHASE, CHIRNSIDE PARK",-37.758246,145.308411,Oxley Christian College,0.6579,Mooroolbark Railway Station (Mooroolbark),2.9571,-37.76357,145.30513,Oxley Christian College,19877,-37.7847,145.3124,Mooroolbark Railway Station (Mooroolbark),,,,
10449,"4 GLENDALE DRIVE, CHIRNSIDE PARK",-37.751383,145.312411,Chirnside Park Primary School,0.1736,Lilydale Railway Station (Lilydale),3.1433,-37.75007,145.31134,Chirnside Park Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10450,"13 HUNTINGDALE DRIVE, CHIRNSIDE PARK",-37.755373,145.323258,Mooroolbark Grammar,1.0376,Lilydale Railway Station (Lilydale),2.154,-37.76461,145.32507,Mooroolbark Grammar,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10451,"12-14 CAMPUS GATE, CHIRNSIDE PARK",-37.755523,145.332948,Victoria Road Primary School,0.2812,Lilydale Railway Station (Lilydale),1.3,-37.75518,145.33611,Victoria Road Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10452,"38 SHERWOOD RD, CHIRNSIDE PARK",-37.7507169002,145.3318954002,Victoria Road Primary School,0.6191,Lilydale Railway Station (Lilydale),1.4905,-37.75518,145.33611,Victoria Road Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10453,"1 KIMBERLEY DRIVE, CHIRNSIDE PARK",-37.75733143,145.31101741,Chirnside Park Primary School,0.8065,Mooroolbark Railway Station (Mooroolbark),3.0401,-37.75007,145.31134,Chirnside Park Primary School,19877,-37.7847,145.3124,Mooroolbark Railway Station (Mooroolbark),,,,
10454,"1/31 COUNTRY CLUB DRIVE, CHIRNSIDE PARK",-37.756332,145.325246,Mooroolbark Grammar,0.9189,Lilydale Railway Station (Lilydale),1.9809,-37.76461,145.32507,Mooroolbark Grammar,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10455,"1 SADDLEBACK RIDGE, CHIRNSIDE PARK",-37.7580116,145.3294911,Victoria Road Primary School,0.6626,Lilydale Railway Station (Lilydale),1.6286,-37.75518,145.33611,Victoria Road Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10456,"15 VICTORIA ROAD, CHIRNSIDE PARK",-37.758729,145.334339,Victoria Road Primary School,0.4237,Lilydale Railway Station (Lilydale),1.2307,-37.75518,145.33611,Victoria Road Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10457,"63 BELSAY CHASE, CHIRNSIDE PARK",-37.7585258,145.3095159,Oxley Christian College,0.6803,Mooroolbark Railway Station (Mooroolbark),2.9162,-37.76357,145.30513,Oxley Christian College,19877,-37.7847,145.3124,Mooroolbark Railway Station (Mooroolbark),,,,
10458,"5 YARRARIDGE DRIVE, CHIRNSIDE PARK",-37.757684,145.305604,Oxley Christian College,0.6546,Mooroolbark Railway Station (Mooroolbark),3.0578,-37.76357,145.30513,Oxley Christian College,19877,-37.7847,145.3124,Mooroolbark Railway Station (Mooroolbark),,,,
10459,"31 BLACKSPRINGS ROAD, CHIRNSIDE PARK",-37.757065,145.307689,Oxley Christian College,0.7564,Mooroolbark Railway Station (Mooroolbark),3.0952,-37.76357,145.30513,Oxley Christian College,19877,-37.7847,145.3124,Mooroolbark Railway Station (Mooroolbark),,,,
10460,"27 BELSAY CHASE, CHIRNSIDE PARK",-37.7597602002,145.3091655002,Oxley Christian College,0.5525,Mooroolbark Railway Station (Mooroolbark),2.7827,-37.76357,145.30513,Oxley Christian College,19877,-37.7847,145.3124,Mooroolbark Railway Station (Mooroolbark),,,,
10461,"57A COUNTRY CLUB DRIVE, CHIRNSIDE PARK",-37.7587905002,145.3280517002,Mooroolbark Grammar,0.6973,Lilydale Railway Station (Lilydale),1.7695,-37.76461,145.32507,Mooroolbark Grammar,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10462,"7 NICKLAUS PLACE, CHIRNSIDE PARK",-37.7203538,145.3002003,Wonga Park Primary School,2.5765,Lilydale Railway Station (Lilydale),5.7225,-37.73064,145.274,Wonga Park Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10463,"25 CLUBPOINT DRIVE, CHIRNSIDE PARK",-37.7526153,145.3270934,Victoria Road Primary School,0.844,Lilydale Railway Station (Lilydale),1.844,-37.75518,145.33611,Victoria Road Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10464,"53 ST ANDREWS DR, CHIRNSIDE PARK",-37.7529908002,145.3323761002,Victoria Road Primary School,0.409,Lilydale Railway Station (Lilydale),1.3788,-37.75518,145.33611,Victoria Road Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10465,"26 JOANNE AVENUE, CHIRNSIDE PARK",-37.755106,145.306849,Chirnside Park Primary School,0.6849,Mooroolbark Railway Station (Mooroolbark),3.3209,-37.75007,145.31134,Chirnside Park Primary School,19877,-37.7847,145.3124,Mooroolbark Railway Station (Mooroolbark),,,,
10466,"27A HUNTINGDALE DRIVE, CHIRNSIDE PARK",-37.754248,145.3227,Chirnside Park Primary School,1.1033,Lilydale Railway Station (Lilydale),2.2075,-37.75007,145.31134,Chirnside Park Primary School,19876,-37.7555,145.3477,Lilydale Railway Station (Lilydale),,,,
10467,"22 REGENCY RISE, CHIRNSIDE PARK",-37.757298,145.295164,Village School,0.7186,Mooroolbark Railway Station (Mooroolbark),3.3994,-37.76375,145.29449,Village School,19877,-37.7847,145.3124,Mooroolbark Railway Station (Mooroolbark),,,,
10468,"32 ADAM STREET, BURNLEY",-37.8289897002,145.0078532002,Richmond Primary School,0.7759,Burnley Railway Station (Burnley),0.1558,-37.82957,144.99907,Richmond Primary School,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10469,"5/20 ADAM STREET, BURNLEY",-37.8289897002,145.0078532002,Richmond Primary School,0.7759,Burnley Railway Station (Burnley),0.1558,-37.82957,144.99907,Richmond Primary School,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10470,"15 GIBDON STREET, BURNLEY",-37.829057,145.010933,Melbourne Girls College,0.7858,Burnley Railway Station (Burnley),0.335,-37.82251,145.01433,Melbourne Girls College,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10471,"1/12 MADDEN GROVE, BURNLEY",-37.828043,145.007449,Richmond Primary School,0.7569,Burnley Railway Station (Burnley),0.0509,-37.82957,144.99907,Richmond Primary School,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10472,"7/12 MADDEN GROVE, BURNLEY",-37.8082579,145.017767,Yarra Primary School,1.1499,Hawthorn Railway Station (Hawthorn),1.5696,-37.81464,145.00748,Yarra Primary School,19905,-37.8218,145.0229,Hawthorn Railway Station (Hawthorn),,,,
10473,"4/205 BARKLY AVE, BURNLEY",-37.83027001,145.00924001,Richmond Primary School,0.8987,Burnley Railway Station (Burnley),0.3297,-37.82957,144.99907,Richmond Primary School,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10474,"8/219 BARKLY AVENUE, BURNLEY",-37.8303769002,145.0070802002,Richmond Primary School,0.7108,Burnley Railway Station (Burnley),0.3116,-37.82957,144.99907,Richmond Primary School,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10475,"26 MADDEN GROVE, BURNLEY",-37.82812,145.008277,Melbourne Girls College,0.8196,Burnley Railway Station (Burnley),0.083,-37.82251,145.01433,Melbourne Girls College,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10476,"253 STAWELL STREET, BURNLEY",-37.830161,145.009108,Richmond Primary School,0.8861,Burnley Railway Station (Burnley),0.3137,-37.82957,144.99907,Richmond Primary School,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10477,"42 GIBDON STREET, BURNLEY",-37.82959001,145.01021001,Melbourne Girls College,0.8655,Burnley Railway Station (Burnley),0.3187,-37.82251,145.01433,Melbourne Girls College,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10478,"12/7 ADAM STREET, BURNLEY",-37.828514,145.008175,Richmond Primary School,0.8101,Burnley Railway Station (Burnley),0.1134,-37.82957,144.99907,Richmond Primary School,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10479,"3 / 205 BARKLY AVENUE, BURNLEY",-37.8305164002,145.0105195002,Melbourne Girls College,0.9499,Burnley Railway Station (Burnley),0.4133,-37.82251,145.01433,Melbourne Girls College,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10480,"158 STAWELL STREET, BURNLEY",-37.8270371002,145.0094727002,Melbourne Girls College,0.6598,Burnley Railway Station (Burnley),0.1763,-37.82251,145.01433,Melbourne Girls College,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10481,"9/205 BARKLY AVENUE, BURNLEY",-37.83027001,145.00924001,Richmond Primary School,0.8987,Burnley Railway Station (Burnley),0.3297,-37.82957,144.99907,Richmond Primary School,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10482,"16/205 BARKLY AVENUE, BURNLEY",-37.830442,145.00918,Richmond Primary School,0.8953,Burnley Railway Station (Burnley),0.3447,-37.82957,144.99907,Richmond Primary School,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10483,"16/6 ADAM STREET, BURNLEY",-37.8289897002,145.0078532002,Richmond Primary School,0.7759,Burnley Railway Station (Burnley),0.1558,-37.82957,144.99907,Richmond Primary School,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10484,"44 GIBDON STREET, BURNLEY",-37.829606,145.01038,Melbourne Girls College,0.861,Burnley Railway Station (Burnley),0.3309,-37.82251,145.01433,Melbourne Girls College,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10485,"3/12 MADDEN GROVE, BURNLEY",-37.82804001,145.00745001,Richmond Primary School,0.757,Burnley Railway Station (Burnley),0.0506,-37.82957,144.99907,Richmond Primary School,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10486,"1/6 ADAM STREET, BURNLEY",-37.8289897002,145.0078532002,Richmond Primary School,0.7759,Burnley Railway Station (Burnley),0.1558,-37.82957,144.99907,Richmond Primary School,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10487,"17/7 ADAM STREET, BURNLEY",-37.8284516,145.0081188,Richmond Primary School,0.8062,Burnley Railway Station (Burnley),0.105,-37.82957,144.99907,Richmond Primary School,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10488,"11/217-221 BARKLY AVENUE, BURNLEY",-37.8302801,145.0096643,Richmond Primary School,0.936,Burnley Railway Station (Burnley),0.3486,-37.82957,144.99907,Richmond Primary School,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10489,"1/9 ADAM STREET, BURNLEY",-37.828667,145.008148,Richmond Primary School,0.8055,Burnley Railway Station (Burnley),0.1279,-37.82957,144.99907,Richmond Primary School,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10490,"56 ADAM STREET, BURNLEY",-37.8289897002,145.0078532002,Richmond Primary School,0.7759,Burnley Railway Station (Burnley),0.1558,-37.82957,144.99907,Richmond Primary School,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10491,"8/241 STAWELL STREET, BURNLEY",-37.8293152002,145.009085002,Richmond Primary School,0.8821,Burnley Railway Station (Burnley),0.2309,-37.82957,144.99907,Richmond Primary School,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10492,"174 STAWELL STREET, BURNLEY",-37.8293152002,145.009085002,Richmond Primary School,0.8821,Burnley Railway Station (Burnley),0.2309,-37.82957,144.99907,Richmond Primary School,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10493,"23 ADAM STREET, BURNLEY",-37.8289897002,145.0078532002,Richmond Primary School,0.7759,Burnley Railway Station (Burnley),0.1558,-37.82957,144.99907,Richmond Primary School,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10494,"15 ADAM STREET, BURNLEY",-37.82889,145.008054,Richmond Primary School,0.7945,Burnley Railway Station (Burnley),0.1487,-37.82957,144.99907,Richmond Primary School,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10495,"9/219 BARKLY AVENUE, BURNLEY",-37.830477,145.009634,Richmond Primary School,0.9354,Burnley Railway Station (Burnley),0.3661,-37.82957,144.99907,Richmond Primary School,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10496,"1 CRIMEA ST, BURNLEY",-37.8294684002,145.0106511002,Melbourne Girls College,0.8375,Burnley Railway Station (Burnley),0.3393,-37.82251,145.01433,Melbourne Girls College,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10497,"102/10 WADUMBUK LANE, BURNLEY",-37.83033001,145.01021001,Melbourne Girls College,0.9407,Burnley Railway Station (Burnley),0.3803,-37.82251,145.01433,Melbourne Girls College,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10498,"4/205 BARKLY AVENUE, BURNLEY",-37.8300618002,145.0116144002,Melbourne Girls College,0.8716,Burnley Railway Station (Burnley),0.4467,-37.82251,145.01433,Melbourne Girls College,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10499,"54 PARKVILLE STREET, BURNLEY",-37.828381,145.011883,Melbourne Girls College,0.6863,Burnley Railway Station (Burnley),0.3869,-37.82251,145.01433,Melbourne Girls College,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10500,"4/34 ADAM STREET, BURNLEY",-37.829136,145.007636,Richmond Primary School,0.7557,Burnley Railway Station (Burnley),0.1705,-37.82957,144.99907,Richmond Primary School,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10501,"11 BARROW PLACE, BURNLEY",-37.8293184002,145.0106759002,Melbourne Girls College,0.8213,Burnley Railway Station (Burnley),0.3312,-37.82251,145.01433,Melbourne Girls College,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10502,"6/7 ADAM STREET, BURNLEY",-37.8285001,145.00831001,Richmond Primary School,0.8221,Burnley Railway Station (Burnley),0.1178,-37.82957,144.99907,Richmond Primary School,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10503,"6/20 ADAM STREET, BURNLEY",-37.828745,145.007545,Richmond Primary School,0.7517,Burnley Railway Station (Burnley),0.1272,-37.82957,144.99907,Richmond Primary School,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10504,"10/205 BARKLY AVENUE, BURNLEY",-37.83027001,145.00924001,Richmond Primary School,0.8987,Burnley Railway Station (Burnley),0.3297,-37.82957,144.99907,Richmond Primary School,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10505,"1/34 ADAM STREET, BURNLEY",-37.8291001,145.00747001,Richmond Primary School,0.7413,Burnley Railway Station (Burnley),0.1669,-37.82957,144.99907,Richmond Primary School,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10506,"7 BARROW PLACE, BURNLEY",-37.82937001,145.01176001,Melbourne Girls College,0.7943,Burnley Railway Station (Burnley),0.4156,-37.82251,145.01433,Melbourne Girls College,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10507,"8/50 GIBDON STREET, BURNLEY",-37.829802,145.010129,Melbourne Girls College,0.8899,Burnley Railway Station (Burnley),0.3306,-37.82251,145.01433,Melbourne Girls College,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
10508,"6 CRIMEA STREET, BURNLEY",-37.829485,145.009615,Melbourne Girls College,0.8784,Burnley Railway Station (Burnley),0.2743,-37.82251,145.01433,Melbourne Girls College,19906,-37.8276,145.0076,Burnley Railway Station (Burnley),,,,
